,Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year,Region
277,El Salvador,45,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985,2017,North America
278,El Salvador,40,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018,North America
279,El Salvador,35,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2019,North America
280,El Salvador,34,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.117030352,0.1189363,2020,North America
281,El Salvador,49,6.061,0.845,0.675,0.565,0.615,0.16,0.116,2021,North America
282,Estonia,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,2015,Europe
283,Estonia,72,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,2016,Europe
284,Estonia,66,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811,2017,Europe
285,Estonia,63,5.739,1.2,1.532,0.737,0.553,0.174,0.086,2018,Europe
286,Estonia,55,5.893,1.237,1.528,0.874,0.495,0.161,0.103,2019,Europe
287,Estonia,51,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.201766819,0.125136748,2020,Europe
288,Estonia,40,6.189,1.344,1.079,0.64,0.641,0.263,0.119,2021,Europe
289,Ethiopia,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2015,Africa
290,Ethiopia,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2016,Africa
291,Ethiopia,119,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2017,Africa
292,Ethiopia,127,4.35,0.308,0.95,0.391,0.452,0.146,0.22,2018,Africa
293,Ethiopia,134,4.286,0.336,1.033,0.532,0.344,0.1,0.209,2019,Africa
294,Ethiopia,136,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.117437035,0.227698103,2020,Africa
295,Ethiopia,133,4.275,0.37,0.679,0.331,0.451,0.114,0.241,2021,Africa
296,Finland,6,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2015,Europe
297,Finland,5,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2016,Europe
298,Finland,5,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773,2017,Europe
299,Finland,1,7.632,1.305,1.592,0.874,0.681,0.393,0.202,2018,Europe
300,Finland,1,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2019,Europe
301,Finland,1,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.477857262,0.159670442,2020,Europe
302,Finland,1,7.842,1.446,1.106,0.741,0.691,0.481,0.124,2021,Europe
303,France,29,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2015,Europe
304,France,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2016,Europe
305,France,31,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307,2017,Europe
306,France,23,6.489,1.293,1.466,0.908,0.52,0.176,0.098,2018,Europe
307,France,24,6.592,1.324,1.472,1.045,0.436,0.183,0.111,2019,Europe
308,France,23,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.227303237,0.112607703,2020,Europe
309,France,21,6.69,1.421,1.081,0.804,0.536,0.235,0.092,2021,Europe
310,Gabon,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,2015,Africa
311,Gabon,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,2016,Africa
312,Gabon,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,2017,Africa
313,Gabon,103,4.758,1.036,1.164,0.404,0.356,0.052,0.032,2018,Africa
314,Gabon,104,4.799,1.057,1.183,0.571,0.295,0.055,0.043,2019,Africa
315,Gabon,108,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.055804539,0.052013602,2020,Africa
316,Gabon,112,4.852,1.037,0.707,0.362,0.424,0.064,0.058,2021,Africa
317,Gambia,120,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2019,Africa
318,Gambia,113,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.158093795,0.425989687,2020,Africa
319,Gambia,98,5.051,0.367,0.511,0.21,0.384,0.123,0.465,2021,Africa
320,Georgia,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,2015,Europe
321,Georgia,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,2016,Europe
322,Georgia,125,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,2017,Europe
323,Georgia,128,4.34,0.853,0.592,0.643,0.375,0.215,0.038,2018,Europe
324,Georgia,119,4.519,0.886,0.666,0.752,0.346,0.164,0.043,2019,Europe
325,Georgia,117,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.174088076,0.047609735,2020,Europe
326,Georgia,108,4.891,1.03,0.47,0.498,0.488,0.181,0.032,2021,Europe
327,Germany,26,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2015,Europe
328,Germany,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2016,Europe
329,Germany,16,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917,2017,Europe
330,Germany,15,6.965,1.34,1.474,0.861,0.586,0.28,0.273,2018,Europe
331,Germany,17,6.985,1.373,1.454,0.987,0.495,0.265,0.261,2019,Europe
332,Germany,17,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.309362292,0.252037704,2020,Europe
333,Germany,13,7.155,1.48,0.993,0.757,0.6,0.306,0.195,2021,Europe
334,Ghana,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2015,Africa
335,Ghana,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2016,Africa
336,Ghana,131,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,2017,Africa
337,Ghana,108,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2018,Africa
338,Ghana,98,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2019,Africa
339,Ghana,91,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.056570381,0.261291206,2020,Africa
340,Ghana,95,5.088,0.68,0.595,0.287,0.517,0.058,0.268,2021,Africa
341,Greece,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,2015,Europe
342,Greece,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2016,Europe
343,Greece,87,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0.0,2017,Europe
344,Greece,79,5.358,1.154,1.202,0.879,0.131,0.044,0.0,2018,Europe
345,Greece,82,5.287,1.181,1.156,0.999,0.067,0.034,0.0,2019,Europe
346,Greece,77,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.048844352,0.0,2020,Europe
347,Greece,68,5.723,1.273,0.811,0.76,0.243,0.074,0.0,2021,Europe
348,Guatemala,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2015,North America
349,Guatemala,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,2016,North America
350,Guatemala,29,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393,2017,North America
351,Guatemala,30,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2018,North America
352,Guatemala,27,6.436,0.8,1.269,0.746,0.535,0.078,0.175,2019,North America
353,Guatemala,29,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.0983603,0.170611665,2020,North America
354,Guatemala,30,6.435,0.845,0.79,0.519,0.638,0.105,0.163,2021,North America
355,Guinea,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,2015,Africa
356,Guinea,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2016,Africa
357,Guinea,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,2017,Africa
358,Guinea,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,2018,Africa
359,Guinea,118,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2019,Africa
360,Guinea,102,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.112204559,0.249490842,2020,Africa
361,Guinea,102,4.984,0.42,0.399,0.206,0.384,0.111,0.25,2021,Africa
362,Haiti,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2015,North America
363,Haiti,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2016,North America
364,Haiti,145,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,2017,North America
365,Haiti,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,2018,North America
366,Haiti,147,3.597,0.323,0.688,0.449,0.026,0.11,0.419,2019,North America
367,Haiti,142,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.161935672,0.463909656,2020,North America
368,Haiti,143,3.615,0.294,0.173,0.227,0.257,0.139,0.463,2021,North America
369,Honduras,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,2015,North America
370,Honduras,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2016,North America
371,Honduras,91,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874,2017,North America
372,Honduras,72,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2018,North America
373,Honduras,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2019,North America
374,Honduras,56,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.086807102,0.256528199,2020,North America
375,Honduras,59,5.919,0.703,0.787,0.593,0.578,0.083,0.241,2021,North America
376,Hong Kong,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,2015,Asia
377,Hong Kong,75,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,2016,Asia
378,Hong Kong,76,5.43,1.405,1.29,1.03,0.524,0.291,0.246,2018,Asia
379,Hong Kong,76,5.43,1.438,1.277,1.122,0.44,0.287,0.258,2019,Asia
380,Hungary,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,2015,Europe
381,Hungary,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,2016,Europe
382,Hungary,75,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662,2017,Europe
383,Hungary,69,5.62,1.171,1.401,0.732,0.259,0.022,0.061,2018,Europe
384,Hungary,62,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2019,Europe
385,Hungary,53,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.027548173,0.070491239,2020,Europe
386,Hungary,53,5.992,1.301,1.083,0.615,0.454,0.04,0.067,2021,Europe
387,Iceland,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2015,Europe
388,Iceland,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2016,Europe
389,Iceland,3,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,2017,Europe
390,Iceland,4,7.495,1.343,1.644,0.914,0.677,0.138,0.353,2018,Europe
391,Iceland,4,7.494,1.38,1.624,1.026,0.591,0.118,0.354,2019,Europe
392,Iceland,4,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.144540772,0.362330228,2020,Europe
393,Iceland,4,7.554,1.482,1.172,0.772,0.698,0.17,0.293,2021,Europe
394,India,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2015,Asia
395,India,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2016,Asia
396,India,122,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,2017,Asia
397,India,133,4.19,0.721,0.747,0.485,0.539,0.093,0.172,2018,Asia
398,India,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,2019,Asia
399,India,144,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.105587982,0.237072483,2020,Asia
400,India,139,3.819,0.741,0.316,0.383,0.622,0.106,0.246,2021,Asia
401,Indonesia,74,5.399,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,2015,Asia
402,Indonesia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2016,Asia
403,Indonesia,81,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588,2017,Asia
404,Indonesia,96,5.093,0.899,1.215,0.522,0.538,0.018,0.484,2018,Asia
405,Indonesia,92,5.192,0.931,1.203,0.66,0.491,0.028,0.498,2019,Asia
406,Indonesia,84,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.038278613,0.542646527,2020,Asia
407,Indonesia,82,5.345,0.954,0.786,0.433,0.598,0.046,0.541,2021,Asia
408,Iran,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,2015,Asia
409,Iran,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,2016,Asia
410,Iran,108,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,2017,Asia
411,Iran,106,4.707,1.059,0.771,0.691,0.459,0.129,0.282,2018,Asia
412,Iran,117,4.548,1.1,0.842,0.785,0.305,0.125,0.27,2019,Asia
413,Iran,118,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.142651513,0.27697894,2020,Asia
414,Iran,118,4.721,1.03,0.557,0.561,0.275,0.144,0.33,2021,Asia
415,Iraq,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,2015,Asia
416,Iraq,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,2016,Asia
417,Iraq,117,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,2017,Asia
418,Iraq,117,4.456,1.01,0.971,0.536,0.304,0.095,0.148,2018,Asia
419,Iraq,126,4.437,1.043,0.98,0.574,0.241,0.089,0.148,2019,Asia
420,Iraq,110,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.073164992,0.153002068,2020,Asia
421,Iraq,111,4.854,0.91,0.638,0.381,0.302,0.041,0.153,2021,Asia
422,Ireland,18,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,2015,Europe
423,Ireland,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2016,Europe
424,Ireland,15,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323,2017,Europe
425,Ireland,14,6.977,1.448,1.583,0.876,0.614,0.306,0.307,2018,Europe
426,Ireland,16,7.021,1.499,1.553,0.999,0.516,0.31,0.298,2019,Europe
427,Ireland,16,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.373433262,0.295426995,2020,Europe
428,Ireland,15,7.085,1.644,1.092,0.753,0.606,0.367,0.238,2021,Europe
429,Israel,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,2015,Asia
430,Israel,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,2016,Asia
431,Israel,11,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655,2017,Asia
432,Israel,19,6.814,1.301,1.559,0.883,0.533,0.272,0.354,2018,Asia
433,Israel,13,7.139,1.276,1.455,1.029,0.371,0.082,0.261,2019,Asia
434,Israel,14,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.09989845,0.266861796,2020,Asia
435,Israel,12,7.157,1.376,1.074,0.788,0.509,0.119,0.208,2021,Asia
436,Italy,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2015,Europe
437,Italy,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2016,Europe
438,Italy,48,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648,2017,Europe
439,Italy,47,6.0,1.264,1.501,0.946,0.281,0.028,0.137,2018,Europe
440,Italy,36,6.223,1.294,1.488,1.039,0.231,0.03,0.158,2019,Europe
441,Italy,30,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.040145598,0.170266211,2020,Europe
442,Italy,28,6.483,1.393,0.94,0.798,0.379,0.047,0.133,2021,Europe
443,Jamaica,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2015,North America
444,Jamaica,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2016,North America
445,Jamaica,76,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337,2017,North America
446,Jamaica,56,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2018,North America
447,Jamaica,56,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2019,North America
448,Jamaica,60,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.030147785,0.116268493,2020,North America
449,Jamaica,37,6.309,0.891,0.932,0.599,0.618,0.035,0.099,2021,North America
450,Japan,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,2015,Asia
451,Japan,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,2016,Asia
452,Japan,51,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768,2017,Asia
453,Japan,54,5.915,1.294,1.462,0.988,0.553,0.15,0.079,2018,Asia
454,Japan,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,2019,Asia
455,Japan,62,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.181439638,0.03571178,2020,Asia
456,Japan,56,5.94,1.389,0.949,0.838,0.504,0.192,0.02,2021,Asia
457,Jordan,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,2015,Asia
458,Jordan,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2016,Asia
459,Jordan,74,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046,2017,Asia
460,Jordan,90,5.161,0.822,1.265,0.645,0.468,0.134,0.13,2018,Asia
461,Jordan,101,4.906,0.837,1.225,0.815,0.383,0.13,0.11,2019,Asia
462,Jordan,119,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.151878625,0.091494769,2020,Asia
463,Jordan,127,4.395,0.89,0.685,0.583,0.455,0.15,0.079,2021,Asia
464,Kazakhstan,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2015,Asia
465,Kazakhstan,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2016,Asia
466,Kazakhstan,60,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423,2017,Asia
467,Kazakhstan,60,5.79,1.143,1.516,0.631,0.454,0.121,0.148,2018,Asia
468,Kazakhstan,60,5.809,1.173,1.508,0.729,0.41,0.096,0.146,2019,Asia
469,Kazakhstan,50,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.110463686,0.153713793,2020,Asia
470,Kazakhstan,45,6.152,1.23,1.103,0.527,0.573,0.132,0.143,2021,Asia
471,Kenya,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,2015,Africa
472,Kenya,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,2016,Africa
473,Kenya,112,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,2017,Africa
474,Kenya,124,4.41,0.493,1.048,0.454,0.504,0.055,0.352,2018,Africa
475,Kenya,121,4.509,0.512,0.983,0.581,0.431,0.053,0.372,2019,Africa
476,Kenya,121,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.067201078,0.393902093,2020,Africa
477,Kenya,121,4.607,0.603,0.508,0.385,0.483,0.073,0.375,2021,Africa
478,South Korea,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2015,Asia
479,South Korea,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2016,Asia
480,South Korea,55,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367,2017,Asia
481,South Korea,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175,2018,Asia
482,South Korea,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175,2019,Asia
483,South Korea,61,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.094596282,0.170303866,2020,Asia
484,South Korea,62,5.845,1.403,0.758,0.801,0.353,0.135,0.134,2021,Asia
485,Kuwait,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,2015,Asia
486,Kuwait,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2016,Asia
487,Kuwait,39,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,2017,Asia
488,Kuwait,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018,Asia
489,Kuwait,51,6.021,1.5,1.319,0.808,0.493,0.097,0.142,2019,Asia
490,Kuwait,48,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.112814933,0.132751092,2020,Asia
491,Kuwait,47,6.106,1.461,0.857,0.58,0.591,0.13,0.12,2021,Asia
492,Kyrgyzstan,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2015,Asia
493,Kyrgyzstan,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2016,Asia
494,Kyrgyzstan,98,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,2017,Asia
495,Kyrgyzstan,92,5.131,0.53,1.416,0.594,0.54,0.035,0.281,2018,Asia
496,Kyrgyzstan,86,5.261,0.551,1.438,0.723,0.508,0.023,0.3,2019,Asia
497,Kyrgyzstan,74,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,2020,Asia
498,Kyrgyzstan,67,5.744,0.665,0.971,0.501,0.673,0.02,0.266,2021,Asia
499,Latvia,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,2015,Europe
500,Latvia,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2016,Europe
501,Latvia,54,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,2017,Europe
502,Latvia,53,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2018,Europe
503,Latvia,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2019,Europe
504,Latvia,57,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.090391524,0.075407945,2020,Europe
505,Latvia,51,6.032,1.285,1.047,0.587,0.405,0.089,0.082,2021,Europe
506,Lebanon,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,2015,Asia
507,Lebanon,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2016,Asia
508,Lebanon,88,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,2017,Asia
509,Lebanon,80,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2018,Asia
510,Lebanon,91,5.197,0.987,1.224,0.815,0.216,0.027,0.166,2019,Asia
511,Lebanon,111,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.021518147,0.158524141,2020,Asia
512,Lebanon,123,4.584,1.045,0.868,0.595,0.175,0.026,0.14,2021,Asia
513,Lesotho,97,4.898,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2015,Africa
514,Lesotho,139,3.808000088,0.521021247,1.190095186,0.0,0.390661299,0.11909464,0.157497272,2017,Africa
515,Lesotho,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,2018,Africa
516,Lesotho,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,2019,Africa
517,Lesotho,143,3.652800083,0.45493874,1.088940024,0.100934811,0.409367532,0.050483823,0.102627642,2020,Africa
518,Lesotho,145,3.512,0.451,0.731,0.007,0.405,0.015,0.103,2021,Africa
519,Liberia,116,4.571,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2015,Africa
520,Liberia,150,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2016,Africa
521,Liberia,148,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,2017,Africa
522,Liberia,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,2018,Africa
523,Liberia,141,3.975,0.073,0.922,0.443,0.37,0.033,0.233,2019,Africa
524,Liberia,124,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.051139876,0.226967871,2020,Africa
525,Liberia,120,4.625,0.228,0.58,0.253,0.43,0.057,0.221,2021,Africa
526,Libya,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2015,Africa
527,Libya,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2016,Africa
528,Libya,68,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,2017,Africa
529,Libya,70,5.566,0.985,1.35,0.553,0.496,0.148,0.116,2018,Africa
530,Libya,72,5.525,1.044,1.303,0.673,0.416,0.152,0.133,2019,Africa
531,Libya,80,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.172258079,0.142757699,2020,Africa
532,Libya,80,5.41,1.044,0.821,0.435,0.474,0.174,0.131,2021,Africa
533,Lithuania,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2015,Europe
534,Lithuania,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2016,Europe
535,Lithuania,52,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,2017,Europe
536,Lithuania,50,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2018,Europe
537,Lithuania,42,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2019,Europe
538,Lithuania,41,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.081350274,0.053691041,2020,Europe
539,Lithuania,38,6.255,1.35,1.065,0.612,0.476,0.073,0.056,2021,Europe
540,Luxembourg,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,2015,Europe
541,Luxembourg,20,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2016,Europe
542,Luxembourg,18,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,2017,Europe
543,Luxembourg,17,6.91,1.576,1.52,0.896,0.632,0.321,0.196,2018,Europe
544,Luxembourg,14,7.09,1.609,1.479,1.012,0.526,0.316,0.194,2019,Europe
545,Luxembourg,10,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.367041469,0.19595392,2020,Europe
546,Luxembourg,8,7.324,1.751,1.003,0.76,0.639,0.353,0.166,2021,Europe
547,Macedonia,93,5.007,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,2015,Europe
548,Macedonia,95,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2016,Europe
549,Macedonia,92,5.175000191,1.064577937,1.207893014,0.644948184,0.325905979,0.060277794,0.253760964,2017,Europe
550,Macedonia,89,5.185,0.959,1.239,0.691,0.394,0.052,0.173,2018,Europe
551,Macedonia,90,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.024595059,0.18586354,2020,Europe
552,Madagascar,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,2015,Africa
553,Madagascar,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2016,Africa
554,Madagascar,144,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,2017,Africa
555,Madagascar,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,2018,Africa
