,Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year,Region
924,Turkey,69,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042,2017,Asia
925,Turkey,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106,2018,Asia
926,Turkey,79,5.373,1.183,1.36,0.808,0.195,0.106,0.083,2019,Asia
927,Turkey,93,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.120983243,0.085885569,2020,Asia
928,Turkey,104,4.948,1.26,0.809,0.59,0.236,0.104,0.097,2021,Asia
929,Turkmenistan,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,2015,Asia
930,Turkmenistan,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2016,Asia
931,Turkmenistan,59,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988,2017,Asia
932,Turkmenistan,68,5.636,1.016,1.533,0.517,0.417,0.037,0.199,2018,Asia
933,Turkmenistan,87,5.247,1.052,1.538,0.657,0.394,0.028,0.244,2019,Asia
934,Turkmenistan,95,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.03350389,0.323129326,2020,Asia
935,Turkmenistan,97,5.066,1.046,1.172,0.439,0.602,0.033,0.366,2021,Asia
936,Uganda,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,2015,Africa
937,Uganda,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,2016,Africa
938,Uganda,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,2017,Africa
939,Uganda,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259,2018,Africa
940,Uganda,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252,2019,Africa
941,Uganda,126,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.063818842,0.264807373,2020,Africa
942,Uganda,119,4.636,0.364,0.718,0.24,0.398,0.054,0.267,2021,Africa
943,Ukraine,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,2015,Europe
944,Ukraine,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,2016,Europe
945,Ukraine,132,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,2017,Europe
946,Ukraine,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,2018,Europe
947,Ukraine,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187,2019,Europe
948,Ukraine,123,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.00965116,0.178551316,2020,Europe
949,Ukraine,110,4.875,0.979,0.958,0.517,0.417,0.01,0.181,2021,Europe
950,United Arab Emirates,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2015,Asia
951,United Arab Emirates,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2016,Asia
952,United Arab Emirates,21,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947,2017,Asia
953,United Arab Emirates,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262,2019,Asia
954,United Arab Emirates,21,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.220213518,0.28065598,2020,Asia
955,United Arab Emirates,25,6.561,1.555,0.86,0.594,0.67,0.223,0.236,2021,Asia
956,United Kingdom,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,2015,Europe
957,United Kingdom,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2016,Europe
958,United Kingdom,19,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159,2017,Europe
959,United Kingdom,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262,2018,Europe
960,United Kingdom,15,7.054,1.333,1.538,0.996,0.45,0.278,0.348,2019,Europe
961,United Kingdom,13,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.322601646,0.373433441,2020,Europe
962,United Kingdom,17,7.064,1.423,1.062,0.757,0.58,0.306,0.34,2021,Europe
963,United States,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2015,North America
964,United States,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2016,North America
965,United States,14,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781,2017,North America
966,United States,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291,2018,North America
967,United States,19,6.892,1.433,1.457,0.874,0.454,0.128,0.28,2019,North America
968,United States,18,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.152284741,0.298143059,2020,North America
969,United States,19,6.951,1.533,1.03,0.621,0.554,0.154,0.252,2021,North America
970,Uruguay,32,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2015,South America
971,Uruguay,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2016,South America
972,Uruguay,28,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929,2017,South America
973,Uruguay,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13,2018,South America
974,Uruguay,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127,2019,South America
975,Uruguay,26,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.193425074,0.132143691,2020,South America
976,Uruguay,31,6.431,1.164,1.042,0.649,0.625,0.223,0.128,2021,South America
977,Uzbekistan,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2015,Asia
978,Uzbekistan,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2016,Asia
979,Uzbekistan,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647,2017,Asia
980,Uzbekistan,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328,2018,Asia
981,Uzbekistan,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322,2019,Asia
982,Uzbekistan,38,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.280260265,0.363311023,2020,Asia
983,Uzbekistan,42,6.179,0.769,1.027,0.528,0.716,0.271,0.391,2021,Asia
984,Venezuela,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,2015,South America
985,Venezuela,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2016,South America
986,Venezuela,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963,2017,South America
987,Venezuela,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056,2018,South America
988,Venezuela,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064,2019,South America
989,Venezuela,99,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.063624777,0.087179154,2020,South America
990,Venezuela,107,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2021,South America
991,Venezuela,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,2015,South America
992,Venezuela,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2016,South America
993,Venezuela,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963,2017,South America
994,Venezuela,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056,2018,South America
995,Venezuela,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064,2019,South America
996,Venezuela,99,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.063624777,0.087179154,2020,South America
997,Venezuela,107,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2021,South America
998,Vietnam,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2015,Asia
999,Vietnam,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,2016,Asia
1000,Vietnam,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051,2017,Asia
1001,Vietnam,95,5.103,0.715,1.365,0.702,0.618,0.079,0.177,2018,Asia
1002,Vietnam,94,5.175,0.741,1.346,0.851,0.543,0.073,0.147,2019,Asia
1003,Vietnam,83,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,2020,Asia
1004,Vietnam,79,5.411,0.817,0.873,0.616,0.679,0.091,0.124,2021,Asia
1005,Yemen,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,2015,Asia
1006,Yemen,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,2016,Asia
1007,Yemen,146,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,2017,Asia
1008,Yemen,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,2018,Asia
1009,Yemen,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108,2019,Asia
1010,Yemen,146,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.087352127,0.094689012,2020,Asia
1011,Yemen,141,3.658,0.329,0.831,0.272,0.268,0.089,0.092,2021,Asia
1012,Zambia,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2015,Africa
1013,Zambia,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2016,Africa
1014,Zambia,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,2017,Africa
1015,Zambia,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221,2018,Africa
1016,Zambia,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247,2019,Africa
1017,Zambia,141,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.086705238,0.250620902,2020,Africa
1018,Zambia,137,4.073,0.528,0.552,0.231,0.487,0.074,0.227,2021,Africa
1019,Zimbabwe,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2015,Africa
1020,Zimbabwe,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2016,Africa
1021,Zimbabwe,138,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,2017,Africa
1022,Zimbabwe,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,2018,Africa
1023,Zimbabwe,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151,2019,Africa
1024,Zimbabwe,151,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.080928579,0.151349187,2020,Africa
1025,Zimbabwe,148,3.145,0.457,0.649,0.243,0.359,0.075,0.157,2021,Africa
